Name,RA (J2000),DEC (J2000),Max. Frequency [MHz],Max. Flux Density [Jy],Max. Frequency Lower Uncertainty [MHz],Max. Frequency Upper Uncertainty [MHz],Max. Flux Density Lower Uncertainty [Jy],Max. Flux Density Upper Uncertainty [Jy]
HD 69830 b,08:18:24,-12:38:11,8.945510527992457,0.0001949964345149,5.912325634906977,8.471517562733144,0.0001219502376915,0.0003800078140499
HD 142 b,00:06:20,-49:04:31,0.9277833231821544,0.0001908042885434,0.8728703215748413,59.52205336758246,0.0001464806829379,0.000343895779146
HAT-P-68 b,07:53:56,+23:56:18,4.027358780727224,0.0001897699703965,0.5738911808519735,0.649952737451434,5.246058566249476e-05,8.814283893045037e-05
pi Men c,05:37:12,-80:27:53,7.906902590352066,0.0001883488443413,1.822046319496576,2.382677339298718,3.410022414200185e-05,4.0276690735078e-05
XO-4 b,07:21:33,+58:16:05,5.861520040209707,0.0001829735125877,2.243043077371422,3.836811988297917,6.405913337512143e-05,9.891413298936904e-05
HD 114386 b,13:10:40,-35:03:22,0.3395139010247287,0.0001827068657205,0.3172427406588696,21.607471021701517,0.0001458254607635,0.0004495044773059
TOI-5293 A b,23:43:19,-02:02:42,1.7719678641187468,0.000172979112486,0.5375337296723788,0.7380208020602974,6.64971334627431e-05,0.0001155027923884
HD 99109 b,11:24:17,-01:31:47,0.3788410205334283,0.0001701000943809,0.3354573194148827,10.1971940813492,0.0001254707192914,0.0003928564064508
ups And d,01:36:48,+41:24:14,0.5004824089840146,0.0001569738042049,0.4770307218389029,38.77814027520218,0.0001229389653911,0.0003139379976982
TOI-1130 c,19:05:30,-41:26:16,3.3251326135594628,0.0001533879886273,0.5608349299207118,0.7213916255391197,5.35617359189575e-05,0.0001194612934909
HD 33142 b,05:07:36,-13:59:11,0.6519920876298401,0.0001532424253729,0.6019067625250956,32.895851644619746,0.0001157560614825,0.0002621491959528
HD 10180 c,01:37:54,-60:30:41,5.977955691868203,0.0001529680097266,3.921004531766628,11.975500537783017,8.575503382041473e-05,0.0001644738209293
HD 206610 b,21:43:25,-07:24:30,0.5929660087350956,0.0001525325699527,0.5543487808544645,35.68299027421135,0.0001235172383462,0.0004362401603014
HAT-P-11 b,19:50:50,+48:04:55,9.201811347510803,0.0001464945718928,1.4013434980882344,1.606407511308138,4.495817892629675e-05,0.0001079591954468
